product_id,product_name,brand_id,category_id,model_year,list_price,source,timestamp_saved
270,Trek Precaliber 16 Boy's - 2018,9,1,2018,209.99,DL,2024-05-02 09:24:16.545091
271,Trek Precaliber 16 Girl's - 2018,9,1,2018,209.99,DL,2024-05-02 09:24:16.545091
272,Trek Precaliber 20 6-speed Boy's - 2018,9,1,2018,289.99,DL,2024-05-02 09:24:16.545091
273,Trek Precaliber 20 6-speed Girl's - 2018,9,1,2018,289.99,DL,2024-05-02 09:24:16.545091
274,Trek Precaliber 20 Boy's - 2018,9,1,2018,229.99,DL,2024-05-02 09:24:16.545091
275,Trek Precaliber 20 Girl's - 2018,9,1,2018,229.99,DL,2024-05-02 09:24:16.545091
276,Trek Precaliber 24 (7-Speed) - Boys - 2018,9,1,2018,319.99,DL,2024-05-02 09:24:16.545091
277,Trek Precaliber 24 21-speed Boy's - 2018,9,1,2018,369.99,DL,2024-05-02 09:24:16.545091
278,Trek Precaliber 24 21-speed Girl's - 2018,9,1,2018,369.99,DL,2024-05-02 09:24:16.545091
279,Trek Precaliber 24 7-speed Girl's - 2018,9,1,2018,319.99,DL,2024-05-02 09:24:16.545091
280,Trek Superfly 24 - 2017/2018,9,1,2018,489.99,DL,2024-05-02 09:24:16.545091
281,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,1,2018,319.99,DL,2024-05-02 09:24:16.545091
282,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,1,1,2018,279.99,DL,2024-05-02 09:24:16.545091
283,Electra Heartchya 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,DL,2024-05-02 09:24:16.545091
284,Electra Savannah 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,DL,2024-05-02 09:24:16.545091
285,Electra Soft Serve 1 (16-inch) - Girl's - 2018,1,1,2018,279.99,DL,2024-05-02 09:24:16.545091
286,"Electra Starship 1 16"" - 2018",1,1,2018,279.99,DL,2024-05-02 09:24:16.545091
287,Electra Straight 8 1 (16-inch) - Boy's - 2018,1,1,2018,279.99,DL,2024-05-02 09:24:16.545091
288,Electra Straight 8 1 (20-inch) - Boy's - 2018,1,1,2018,389.99,DL,2024-05-02 09:24:16.545091
289,"Electra Superbolt 1 20"" - 2018",1,1,2018,319.99,DL,2024-05-02 09:24:16.545091
290,"Electra Superbolt 3i 20"" - 2018",1,1,2018,369.99,DL,2024-05-02 09:24:16.545091
291,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,DL,2024-05-02 09:24:16.545091
292,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1,1,2018,369.99,DL,2024-05-02 09:24:16.545091
293,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,1,1,2018,319.99,DL,2024-05-02 09:24:16.545091
294,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,1,1,2018,369.99,DL,2024-05-02 09:24:16.545091
295,"Electra Treasure 1 20"" - 2018",1,1,2018,319.99,DL,2024-05-02 09:24:16.545091
296,"Electra Treasure 3i 20"" - 2018",1,1,2018,369.99,DL,2024-05-02 09:24:16.545091
297,"Electra Under-The-Sea 1 16"" - 2018",1,1,2018,279.99,DL,2024-05-02 09:24:16.545091
298,Electra Water Lily 1 (16-inch) - Girl's - 2018,1,1,2018,279.99,DL,2024-05-02 09:24:16.545091
299,Electra Townie Original 21D - 2018,1,2,2018,559.99,DL,2024-05-02 09:24:16.545091
300,Electra Townie Balloon 3i EQ Ladies' - 2018,1,2,2018,799.99,DL,2024-05-02 09:24:16.545091
301,Electra Townie Balloon 7i EQ - 2018,1,2,2018,899.99,DL,2024-05-02 09:24:16.545091
302,Electra Townie Original 1 - 2018,1,2,2018,449.99,DL,2024-05-02 09:24:16.545091
303,Electra Townie Go! 8i - 2017/2018,1,2,2018,2599.99,DL,2024-05-02 09:24:16.545091
304,Electra Townie Original 21D EQ - 2017/2018,1,2,2018,679.99,DL,2024-05-02 09:24:16.545091
305,Electra Townie Balloon 3i EQ - 2017/2018,1,2,2018,749.99,DL,2024-05-02 09:24:16.545091
306,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,2,2018,899.99,DL,2024-05-02 09:24:16.545091
307,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,2,2018,749.99,DL,2024-05-02 09:24:16.545091
308,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,2,2018,749.99,DL,2024-05-02 09:24:16.545091
309,Electra Townie Commute 27D - 2018,1,2,2018,899.99,DL,2024-05-02 09:24:16.545091
310,Electra Townie Commute 27D Ladies - 2018,1,2,2018,899.99,DL,2024-05-02 09:24:16.545091
311,Electra Townie Commute 8D - 2018,1,2,2018,749.99,DL,2024-05-02 09:24:16.545091
312,Electra Townie Commute 8D Ladies' - 2018,1,2,2018,699.99,DL,2024-05-02 09:24:16.545091
313,Electra Townie Original 1 Ladies' - 2018,1,2,2018,449.99,DL,2024-05-02 09:24:16.545091
314,Electra Townie Original 21D EQ Ladies' - 2018,1,2,2018,679.99,DL,2024-05-02 09:24:16.545091
315,Electra Townie Original 21D Ladies' - 2018,1,2,2018,559.99,DL,2024-05-02 09:24:16.545091
316,Trek Checkpoint ALR 4 Women's - 2019,9,7,2019,1699.99,DL,2024-05-02 09:24:16.545091
317,Trek Checkpoint ALR 5 - 2019,9,7,2019,1999.99,DL,2024-05-02 09:24:16.545091
318,Trek Checkpoint ALR 5 Women's - 2019,9,7,2019,1999.99,DL,2024-05-02 09:24:16.545091
319,Trek Checkpoint SL 5 Women's - 2019,9,7,2019,2799.99,DL,2024-05-02 09:24:16.545091
320,Trek Checkpoint SL 6 - 2019,9,7,2019,3799.99,DL,2024-05-02 09:24:16.545091
321,Trek Checkpoint ALR Frameset - 2019,9,7,2019,3199.99,DL,2024-05-02 09:24:16.545091
