order_id,item_id,product_id,quantity,list_price,discount,source,timestamp_saved
340,2,24,1,549.99,0.05,DB,2024-05-02 09:21:45.429200
340,3,13,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
340,4,12,2,549.99,0.07,DB,2024-05-02 09:21:45.429200
340,5,10,2,1549.0,0.1,DB,2024-05-02 09:21:45.429200
341,1,23,2,299.99,0.05,DB,2024-05-02 09:21:45.429200
342,1,26,1,599.99,0.07,DB,2024-05-02 09:21:45.429200
342,2,9,1,2999.99,0.2,DB,2024-05-02 09:21:45.429200
342,3,16,2,599.99,0.1,DB,2024-05-02 09:21:45.429200
343,1,20,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
343,2,25,1,499.99,0.05,DB,2024-05-02 09:21:45.429200
343,3,5,2,1320.99,0.05,DB,2024-05-02 09:21:45.429200
343,4,10,1,1549.0,0.1,DB,2024-05-02 09:21:45.429200
344,1,22,1,269.99,0.05,DB,2024-05-02 09:21:45.429200
344,2,18,2,449.0,0.07,DB,2024-05-02 09:21:45.429200
344,3,14,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
345,1,18,2,449.0,0.1,DB,2024-05-02 09:21:45.429200
345,2,24,2,549.99,0.07,DB,2024-05-02 09:21:45.429200
346,1,13,1,269.99,0.07,DB,2024-05-02 09:21:45.429200
346,2,23,1,299.99,0.2,DB,2024-05-02 09:21:45.429200
346,3,21,1,269.99,0.1,DB,2024-05-02 09:21:45.429200
346,4,15,1,529.99,0.05,DB,2024-05-02 09:21:45.429200
346,5,18,2,449.0,0.05,DB,2024-05-02 09:21:45.429200
347,1,23,1,299.99,0.07,DB,2024-05-02 09:21:45.429200
348,1,5,2,1320.99,0.05,DB,2024-05-02 09:21:45.429200
348,2,15,2,529.99,0.07,DB,2024-05-02 09:21:45.429200
349,1,20,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
350,1,6,2,469.99,0.05,DB,2024-05-02 09:21:45.429200
350,2,20,1,599.99,0.07,DB,2024-05-02 09:21:45.429200
350,3,3,1,999.99,0.07,DB,2024-05-02 09:21:45.429200
351,1,4,2,2899.99,0.05,DB,2024-05-02 09:21:45.429200
351,2,24,2,549.99,0.1,DB,2024-05-02 09:21:45.429200
351,3,20,1,599.99,0.2,DB,2024-05-02 09:21:45.429200
351,4,22,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
352,1,11,1,1680.99,0.2,DB,2024-05-02 09:21:45.429200
352,2,14,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
353,1,2,2,749.99,0.2,DB,2024-05-02 09:21:45.429200
354,1,21,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
354,2,19,1,449.0,0.05,DB,2024-05-02 09:21:45.429200
355,1,16,1,599.99,0.1,DB,2024-05-02 09:21:45.429200
355,2,14,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
356,1,23,2,299.99,0.05,DB,2024-05-02 09:21:45.429200
356,2,4,1,2899.99,0.05,DB,2024-05-02 09:21:45.429200
356,3,13,1,269.99,0.05,DB,2024-05-02 09:21:45.429200
357,1,17,2,429.0,0.05,DB,2024-05-02 09:21:45.429200
357,2,21,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
357,3,24,1,549.99,0.07,DB,2024-05-02 09:21:45.429200
357,4,9,1,2999.99,0.05,DB,2024-05-02 09:21:45.429200
358,1,21,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
358,2,6,2,469.99,0.07,DB,2024-05-02 09:21:45.429200
358,3,8,2,1799.99,0.05,DB,2024-05-02 09:21:45.429200
358,4,18,2,449.0,0.1,DB,2024-05-02 09:21:45.429200
359,1,15,2,529.99,0.07,DB,2024-05-02 09:21:45.429200
359,2,9,2,2999.99,0.07,DB,2024-05-02 09:21:45.429200
359,3,7,2,3999.99,0.2,DB,2024-05-02 09:21:45.429200
360,1,26,1,599.99,0.05,DB,2024-05-02 09:21:45.429200
360,2,7,2,3999.99,0.2,DB,2024-05-02 09:21:45.429200
360,3,13,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
360,4,25,1,499.99,0.1,DB,2024-05-02 09:21:45.429200
361,1,24,2,549.99,0.05,DB,2024-05-02 09:21:45.429200
361,2,6,2,469.99,0.1,DB,2024-05-02 09:21:45.429200
361,3,11,1,1680.99,0.1,DB,2024-05-02 09:21:45.429200
362,1,2,1,749.99,0.07,DB,2024-05-02 09:21:45.429200
363,1,21,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
363,2,14,1,269.99,0.07,DB,2024-05-02 09:21:45.429200
363,3,15,1,529.99,0.1,DB,2024-05-02 09:21:45.429200
363,4,20,1,599.99,0.2,DB,2024-05-02 09:21:45.429200
364,1,25,2,499.99,0.05,DB,2024-05-02 09:21:45.429200
365,1,24,2,549.99,0.07,DB,2024-05-02 09:21:45.429200
366,1,21,1,269.99,0.1,DB,2024-05-02 09:21:45.429200
366,2,4,1,2899.99,0.07,DB,2024-05-02 09:21:45.429200
366,3,16,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
367,1,26,2,599.99,0.1,DB,2024-05-02 09:21:45.429200
367,2,14,1,269.99,0.05,DB,2024-05-02 09:21:45.429200
367,3,10,2,1549.0,0.05,DB,2024-05-02 09:21:45.429200
368,1,5,1,1320.99,0.2,DB,2024-05-02 09:21:45.429200
368,2,10,2,1549.0,0.2,DB,2024-05-02 09:21:45.429200
368,3,21,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
368,4,19,1,449.0,0.05,DB,2024-05-02 09:21:45.429200
369,1,10,2,1549.0,0.07,DB,2024-05-02 09:21:45.429200
370,1,25,2,499.99,0.05,DB,2024-05-02 09:21:45.429200
370,2,4,2,2899.99,0.1,DB,2024-05-02 09:21:45.429200
371,1,14,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
371,2,12,1,549.99,0.2,DB,2024-05-02 09:21:45.429200
372,1,11,1,1680.99,0.05,DB,2024-05-02 09:21:45.429200
372,2,14,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
372,3,5,1,1320.99,0.1,DB,2024-05-02 09:21:45.429200
373,1,8,2,1799.99,0.05,DB,2024-05-02 09:21:45.429200
373,2,22,1,269.99,0.1,DB,2024-05-02 09:21:45.429200
373,3,19,2,449.0,0.2,DB,2024-05-02 09:21:45.429200
373,4,12,1,549.99,0.1,DB,2024-05-02 09:21:45.429200
373,5,13,1,269.99,0.1,DB,2024-05-02 09:21:45.429200
374,1,10,1,1549.0,0.1,DB,2024-05-02 09:21:45.429200
374,2,7,1,3999.99,0.07,DB,2024-05-02 09:21:45.429200
375,1,21,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
375,2,2,2,749.99,0.05,DB,2024-05-02 09:21:45.429200
375,3,4,2,2899.99,0.07,DB,2024-05-02 09:21:45.429200
375,4,12,2,549.99,0.05,DB,2024-05-02 09:21:45.429200
376,1,2,2,749.99,0.07,DB,2024-05-02 09:21:45.429200
376,2,23,2,299.99,0.1,DB,2024-05-02 09:21:45.429200
377,1,8,1,1799.99,0.05,DB,2024-05-02 09:21:45.429200
377,2,14,1,269.99,0.07,DB,2024-05-02 09:21:45.429200
378,1,26,2,599.99,0.05,DB,2024-05-02 09:21:45.429200
379,1,9,1,2999.99,0.07,DB,2024-05-02 09:21:45.429200
379,2,16,1,599.99,0.2,DB,2024-05-02 09:21:45.429200
380,1,16,1,599.99,0.05,DB,2024-05-02 09:21:45.429200
380,2,11,2,1680.99,0.05,DB,2024-05-02 09:21:45.429200
381,1,21,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
382,1,8,1,1799.99,0.1,DB,2024-05-02 09:21:45.429200
382,2,9,1,2999.99,0.1,DB,2024-05-02 09:21:45.429200
382,3,13,1,269.99,0.07,DB,2024-05-02 09:21:45.429200
383,1,19,1,449.0,0.07,DB,2024-05-02 09:21:45.429200
383,2,22,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
383,3,13,1,269.99,0.1,DB,2024-05-02 09:21:45.429200
383,4,21,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
383,5,14,1,269.99,0.1,DB,2024-05-02 09:21:45.429200
384,1,20,1,599.99,0.1,DB,2024-05-02 09:21:45.429200
384,2,21,2,269.99,0.2,DB,2024-05-02 09:21:45.429200
384,3,8,1,1799.99,0.05,DB,2024-05-02 09:21:45.429200
384,4,15,1,529.99,0.1,DB,2024-05-02 09:21:45.429200
384,5,4,1,2899.99,0.2,DB,2024-05-02 09:21:45.429200
385,1,21,1,269.99,0.07,DB,2024-05-02 09:21:45.429200
385,2,7,2,3999.99,0.2,DB,2024-05-02 09:21:45.429200
385,3,26,2,599.99,0.05,DB,2024-05-02 09:21:45.429200
386,1,8,1,1799.99,0.2,DB,2024-05-02 09:21:45.429200
386,2,3,2,999.99,0.05,DB,2024-05-02 09:21:45.429200
386,3,16,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
387,1,18,1,449.0,0.2,DB,2024-05-02 09:21:45.429200
388,1,19,2,449.0,0.2,DB,2024-05-02 09:21:45.429200
388,2,13,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
388,3,2,1,749.99,0.07,DB,2024-05-02 09:21:45.429200
388,4,11,1,1680.99,0.1,DB,2024-05-02 09:21:45.429200
389,1,2,1,749.99,0.07,DB,2024-05-02 09:21:45.429200
389,2,15,2,529.99,0.07,DB,2024-05-02 09:21:45.429200
389,3,10,2,1549.0,0.05,DB,2024-05-02 09:21:45.429200
389,4,5,1,1320.99,0.05,DB,2024-05-02 09:21:45.429200
389,5,9,1,2999.99,0.2,DB,2024-05-02 09:21:45.429200
390,1,23,1,299.99,0.05,DB,2024-05-02 09:21:45.429200
390,2,7,2,3999.99,0.07,DB,2024-05-02 09:21:45.429200
390,3,9,1,2999.99,0.05,DB,2024-05-02 09:21:45.429200
391,1,8,1,1799.99,0.07,DB,2024-05-02 09:21:45.429200
391,2,5,2,1320.99,0.2,DB,2024-05-02 09:21:45.429200
391,3,24,2,549.99,0.07,DB,2024-05-02 09:21:45.429200
392,1,14,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
392,2,3,2,999.99,0.05,DB,2024-05-02 09:21:45.429200
393,1,6,2,469.99,0.2,DB,2024-05-02 09:21:45.429200
394,1,23,1,299.99,0.05,DB,2024-05-02 09:21:45.429200
394,2,16,1,599.99,0.2,DB,2024-05-02 09:21:45.429200
394,3,14,2,269.99,0.2,DB,2024-05-02 09:21:45.429200
395,1,14,1,269.99,0.05,DB,2024-05-02 09:21:45.429200
396,1,12,1,549.99,0.1,DB,2024-05-02 09:21:45.429200
396,2,25,2,499.99,0.05,DB,2024-05-02 09:21:45.429200
396,3,5,1,1320.99,0.2,DB,2024-05-02 09:21:45.429200
397,1,7,1,3999.99,0.05,DB,2024-05-02 09:21:45.429200
398,1,8,2,1799.99,0.05,DB,2024-05-02 09:21:45.429200
398,2,18,2,449.0,0.05,DB,2024-05-02 09:21:45.429200
398,3,25,1,499.99,0.2,DB,2024-05-02 09:21:45.429200
398,4,17,1,429.0,0.05,DB,2024-05-02 09:21:45.429200
399,1,25,1,499.99,0.05,DB,2024-05-02 09:21:45.429200
399,2,11,2,1680.99,0.05,DB,2024-05-02 09:21:45.429200
399,3,14,1,269.99,0.1,DB,2024-05-02 09:21:45.429200
400,1,24,2,549.99,0.07,DB,2024-05-02 09:21:45.429200
400,2,9,1,2999.99,0.2,DB,2024-05-02 09:21:45.429200
400,3,3,2,999.99,0.2,DB,2024-05-02 09:21:45.429200
401,1,23,1,299.99,0.2,DB,2024-05-02 09:21:45.429200
401,2,10,2,1549.0,0.2,DB,2024-05-02 09:21:45.429200
402,1,6,2,469.99,0.07,DB,2024-05-02 09:21:45.429200
402,2,5,1,1320.99,0.07,DB,2024-05-02 09:21:45.429200
402,3,26,1,599.99,0.05,DB,2024-05-02 09:21:45.429200
403,1,12,2,549.99,0.1,DB,2024-05-02 09:21:45.429200
403,2,7,2,3999.99,0.2,DB,2024-05-02 09:21:45.429200
403,3,22,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
403,4,24,1,549.99,0.2,DB,2024-05-02 09:21:45.429200
404,1,9,1,2999.99,0.07,DB,2024-05-02 09:21:45.429200
404,2,25,2,499.99,0.05,DB,2024-05-02 09:21:45.429200
404,3,16,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
405,1,3,2,999.99,0.2,DB,2024-05-02 09:21:45.429200
405,2,10,2,1549.0,0.1,DB,2024-05-02 09:21:45.429200
405,3,14,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
406,1,4,1,2899.99,0.2,DB,2024-05-02 09:21:45.429200
407,1,20,1,599.99,0.2,DB,2024-05-02 09:21:45.429200
407,2,5,1,1320.99,0.05,DB,2024-05-02 09:21:45.429200
408,1,18,1,449.0,0.2,DB,2024-05-02 09:21:45.429200
408,2,3,1,999.99,0.07,DB,2024-05-02 09:21:45.429200
408,3,2,2,749.99,0.07,DB,2024-05-02 09:21:45.429200
408,4,17,2,429.0,0.2,DB,2024-05-02 09:21:45.429200
409,1,15,1,529.99,0.07,DB,2024-05-02 09:21:45.429200
409,2,16,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
409,3,21,1,269.99,0.05,DB,2024-05-02 09:21:45.429200
410,1,25,1,499.99,0.1,DB,2024-05-02 09:21:45.429200
410,2,9,2,2999.99,0.05,DB,2024-05-02 09:21:45.429200
410,3,24,2,549.99,0.1,DB,2024-05-02 09:21:45.429200
411,1,2,1,749.99,0.07,DB,2024-05-02 09:21:45.429200
411,2,26,2,599.99,0.05,DB,2024-05-02 09:21:45.429200
412,1,7,1,3999.99,0.1,DB,2024-05-02 09:21:45.429200
412,2,24,1,549.99,0.07,DB,2024-05-02 09:21:45.429200
412,3,17,1,429.0,0.1,DB,2024-05-02 09:21:45.429200
413,1,8,2,1799.99,0.05,DB,2024-05-02 09:21:45.429200
413,2,25,1,499.99,0.1,DB,2024-05-02 09:21:45.429200
413,3,9,1,2999.99,0.07,DB,2024-05-02 09:21:45.429200
414,1,4,2,2899.99,0.1,DB,2024-05-02 09:21:45.429200
415,1,3,1,999.99,0.07,DB,2024-05-02 09:21:45.429200
415,2,23,2,299.99,0.2,DB,2024-05-02 09:21:45.429200
415,3,5,1,1320.99,0.2,DB,2024-05-02 09:21:45.429200
415,4,6,2,469.99,0.05,DB,2024-05-02 09:21:45.429200
416,1,22,1,269.99,0.07,DB,2024-05-02 09:21:45.429200
416,2,14,1,269.99,0.07,DB,2024-05-02 09:21:45.429200
416,3,24,1,549.99,0.1,DB,2024-05-02 09:21:45.429200
417,1,26,2,599.99,0.07,DB,2024-05-02 09:21:45.429200
417,2,6,2,469.99,0.07,DB,2024-05-02 09:21:45.429200
418,1,12,1,549.99,0.05,DB,2024-05-02 09:21:45.429200
418,2,20,1,599.99,0.05,DB,2024-05-02 09:21:45.429200
419,1,9,1,2999.99,0.05,DB,2024-05-02 09:21:45.429200
420,1,17,2,429.0,0.2,DB,2024-05-02 09:21:45.429200
420,2,15,2,529.99,0.1,DB,2024-05-02 09:21:45.429200
420,3,3,2,999.99,0.05,DB,2024-05-02 09:21:45.429200
421,1,6,2,469.99,0.07,DB,2024-05-02 09:21:45.429200
421,2,3,2,999.99,0.2,DB,2024-05-02 09:21:45.429200
421,3,20,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
421,4,4,1,2899.99,0.07,DB,2024-05-02 09:21:45.429200
421,5,23,2,299.99,0.2,DB,2024-05-02 09:21:45.429200
422,1,20,2,599.99,0.05,DB,2024-05-02 09:21:45.429200
423,1,8,2,1799.99,0.05,DB,2024-05-02 09:21:45.429200
423,2,17,1,429.0,0.2,DB,2024-05-02 09:21:45.429200
423,3,23,2,299.99,0.07,DB,2024-05-02 09:21:45.429200
423,4,2,1,749.99,0.2,DB,2024-05-02 09:21:45.429200
424,1,22,1,269.99,0.1,DB,2024-05-02 09:21:45.429200
424,2,6,1,469.99,0.05,DB,2024-05-02 09:21:45.429200
425,1,6,1,469.99,0.1,DB,2024-05-02 09:21:45.429200
425,2,21,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
425,3,19,1,449.0,0.05,DB,2024-05-02 09:21:45.429200
426,1,10,1,1549.0,0.1,DB,2024-05-02 09:21:45.429200
426,2,23,2,299.99,0.05,DB,2024-05-02 09:21:45.429200
427,1,12,2,549.99,0.07,DB,2024-05-02 09:21:45.429200
427,2,15,2,529.99,0.1,DB,2024-05-02 09:21:45.429200
427,3,26,2,599.99,0.07,DB,2024-05-02 09:21:45.429200
428,1,5,2,1320.99,0.2,DB,2024-05-02 09:21:45.429200
428,2,14,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
429,1,11,1,1680.99,0.2,DB,2024-05-02 09:21:45.429200
429,2,4,2,2899.99,0.1,DB,2024-05-02 09:21:45.429200
429,3,5,2,1320.99,0.05,DB,2024-05-02 09:21:45.429200
429,4,6,1,469.99,0.07,DB,2024-05-02 09:21:45.429200
429,5,2,1,749.99,0.1,DB,2024-05-02 09:21:45.429200
430,1,22,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
430,2,11,1,1680.99,0.07,DB,2024-05-02 09:21:45.429200
430,3,4,2,2899.99,0.2,DB,2024-05-02 09:21:45.429200
430,4,13,2,269.99,0.2,DB,2024-05-02 09:21:45.429200
430,5,8,1,1799.99,0.2,DB,2024-05-02 09:21:45.429200
431,1,14,2,269.99,0.2,DB,2024-05-02 09:21:45.429200
431,2,6,1,469.99,0.1,DB,2024-05-02 09:21:45.429200
431,3,18,1,449.0,0.2,DB,2024-05-02 09:21:45.429200
431,4,13,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
431,5,19,1,449.0,0.07,DB,2024-05-02 09:21:45.429200
432,1,10,2,1549.0,0.2,DB,2024-05-02 09:21:45.429200
432,2,7,2,3999.99,0.05,DB,2024-05-02 09:21:45.429200
433,1,6,1,469.99,0.1,DB,2024-05-02 09:21:45.429200
433,2,10,1,1549.0,0.2,DB,2024-05-02 09:21:45.429200
433,3,24,1,549.99,0.1,DB,2024-05-02 09:21:45.429200
433,4,4,1,2899.99,0.2,DB,2024-05-02 09:21:45.429200
434,1,21,1,269.99,0.05,DB,2024-05-02 09:21:45.429200
434,2,20,1,599.99,0.1,DB,2024-05-02 09:21:45.429200
434,3,9,1,2999.99,0.2,DB,2024-05-02 09:21:45.429200
434,4,11,2,1680.99,0.07,DB,2024-05-02 09:21:45.429200
434,5,18,2,449.0,0.05,DB,2024-05-02 09:21:45.429200
435,1,22,1,269.99,0.05,DB,2024-05-02 09:21:45.429200
435,2,9,1,2999.99,0.05,DB,2024-05-02 09:21:45.429200
435,3,18,1,449.0,0.05,DB,2024-05-02 09:21:45.429200
436,1,3,1,999.99,0.05,DB,2024-05-02 09:21:45.429200
436,2,23,1,299.99,0.2,DB,2024-05-02 09:21:45.429200
437,1,3,1,999.99,0.05,DB,2024-05-02 09:21:45.429200
437,2,10,1,1549.0,0.05,DB,2024-05-02 09:21:45.429200
437,3,8,2,1799.99,0.05,DB,2024-05-02 09:21:45.429200
438,1,4,1,2899.99,0.07,DB,2024-05-02 09:21:45.429200
438,2,22,1,269.99,0.1,DB,2024-05-02 09:21:45.429200
438,3,8,2,1799.99,0.05,DB,2024-05-02 09:21:45.429200
438,4,13,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
439,1,6,2,469.99,0.07,DB,2024-05-02 09:21:45.429200
439,2,7,2,3999.99,0.05,DB,2024-05-02 09:21:45.429200
440,1,19,2,449.0,0.07,DB,2024-05-02 09:21:45.429200
440,2,4,2,2899.99,0.07,DB,2024-05-02 09:21:45.429200
441,1,12,1,549.99,0.07,DB,2024-05-02 09:21:45.429200
441,2,15,1,529.99,0.1,DB,2024-05-02 09:21:45.429200
442,1,16,2,599.99,0.07,DB,2024-05-02 09:21:45.429200
442,2,26,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
442,3,6,2,469.99,0.2,DB,2024-05-02 09:21:45.429200
443,1,5,1,1320.99,0.05,DB,2024-05-02 09:21:45.429200
443,2,26,1,599.99,0.2,DB,2024-05-02 09:21:45.429200
444,1,22,1,269.99,0.07,DB,2024-05-02 09:21:45.429200
444,2,15,2,529.99,0.07,DB,2024-05-02 09:21:45.429200
444,3,20,2,599.99,0.05,DB,2024-05-02 09:21:45.429200
444,4,16,1,599.99,0.1,DB,2024-05-02 09:21:45.429200
444,5,10,2,1549.0,0.2,DB,2024-05-02 09:21:45.429200
445,1,7,1,3999.99,0.2,DB,2024-05-02 09:21:45.429200
445,2,16,1,599.99,0.07,DB,2024-05-02 09:21:45.429200
445,3,23,1,299.99,0.2,DB,2024-05-02 09:21:45.429200
446,1,22,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
446,2,16,2,599.99,0.07,DB,2024-05-02 09:21:45.429200
447,1,4,2,2899.99,0.05,DB,2024-05-02 09:21:45.429200
447,2,3,1,999.99,0.1,DB,2024-05-02 09:21:45.429200
447,3,8,1,1799.99,0.07,DB,2024-05-02 09:21:45.429200
448,1,13,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
448,2,6,2,469.99,0.05,DB,2024-05-02 09:21:45.429200
449,1,17,2,429.0,0.05,DB,2024-05-02 09:21:45.429200
449,2,2,1,749.99,0.05,DB,2024-05-02 09:21:45.429200
449,3,7,2,3999.99,0.07,DB,2024-05-02 09:21:45.429200
449,4,26,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
450,1,24,1,549.99,0.05,DB,2024-05-02 09:21:45.429200
450,2,12,1,549.99,0.07,DB,2024-05-02 09:21:45.429200
450,3,5,1,1320.99,0.1,DB,2024-05-02 09:21:45.429200
451,1,14,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
452,1,11,1,1680.99,0.05,DB,2024-05-02 09:21:45.429200
452,2,16,1,599.99,0.05,DB,2024-05-02 09:21:45.429200
452,3,7,2,3999.99,0.1,DB,2024-05-02 09:21:45.429200
452,4,8,1,1799.99,0.1,DB,2024-05-02 09:21:45.429200
453,1,23,1,299.99,0.05,DB,2024-05-02 09:21:45.429200
453,2,20,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
453,3,4,1,2899.99,0.2,DB,2024-05-02 09:21:45.429200
454,1,25,2,499.99,0.07,DB,2024-05-02 09:21:45.429200
454,2,13,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
454,3,24,2,549.99,0.1,DB,2024-05-02 09:21:45.429200
455,1,9,1,2999.99,0.05,DB,2024-05-02 09:21:45.429200
456,1,17,2,429.0,0.07,DB,2024-05-02 09:21:45.429200
456,2,23,1,299.99,0.07,DB,2024-05-02 09:21:45.429200
457,1,24,2,549.99,0.07,DB,2024-05-02 09:21:45.429200
457,2,2,1,749.99,0.05,DB,2024-05-02 09:21:45.429200
457,3,7,2,3999.99,0.1,DB,2024-05-02 09:21:45.429200
457,4,17,1,429.0,0.2,DB,2024-05-02 09:21:45.429200
458,1,2,1,749.99,0.2,DB,2024-05-02 09:21:45.429200
458,2,21,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
458,3,11,1,1680.99,0.1,DB,2024-05-02 09:21:45.429200
458,4,24,1,549.99,0.2,DB,2024-05-02 09:21:45.429200
458,5,3,2,999.99,0.2,DB,2024-05-02 09:21:45.429200
459,1,11,1,1680.99,0.2,DB,2024-05-02 09:21:45.429200
460,1,19,1,449.0,0.05,DB,2024-05-02 09:21:45.429200
460,2,18,2,449.0,0.07,DB,2024-05-02 09:21:45.429200
460,3,4,1,2899.99,0.2,DB,2024-05-02 09:21:45.429200
460,4,22,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
461,1,16,1,599.99,0.07,DB,2024-05-02 09:21:45.429200
461,2,4,1,2899.99,0.2,DB,2024-05-02 09:21:45.429200
461,3,8,2,1799.99,0.05,DB,2024-05-02 09:21:45.429200
461,4,24,1,549.99,0.1,DB,2024-05-02 09:21:45.429200
461,5,18,2,449.0,0.1,DB,2024-05-02 09:21:45.429200
462,1,12,2,549.99,0.1,DB,2024-05-02 09:21:45.429200
463,1,13,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
464,1,7,1,3999.99,0.1,DB,2024-05-02 09:21:45.429200
465,1,6,2,469.99,0.1,DB,2024-05-02 09:21:45.429200
465,2,25,2,499.99,0.1,DB,2024-05-02 09:21:45.429200
466,1,19,2,449.0,0.2,DB,2024-05-02 09:21:45.429200
466,2,6,1,469.99,0.2,DB,2024-05-02 09:21:45.429200
466,3,7,2,3999.99,0.05,DB,2024-05-02 09:21:45.429200
466,4,15,1,529.99,0.1,DB,2024-05-02 09:21:45.429200
466,5,5,1,1320.99,0.1,DB,2024-05-02 09:21:45.429200
467,1,19,1,449.0,0.07,DB,2024-05-02 09:21:45.429200
467,2,10,1,1549.0,0.07,DB,2024-05-02 09:21:45.429200
467,3,22,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
467,4,17,2,429.0,0.07,DB,2024-05-02 09:21:45.429200
467,5,11,1,1680.99,0.1,DB,2024-05-02 09:21:45.429200
468,1,19,1,449.0,0.1,DB,2024-05-02 09:21:45.429200
468,2,9,2,2999.99,0.05,DB,2024-05-02 09:21:45.429200
468,3,10,2,1549.0,0.05,DB,2024-05-02 09:21:45.429200
468,4,25,1,499.99,0.1,DB,2024-05-02 09:21:45.429200
469,1,8,2,1799.99,0.1,DB,2024-05-02 09:21:45.429200
469,2,4,1,2899.99,0.07,DB,2024-05-02 09:21:45.429200
469,3,15,2,529.99,0.2,DB,2024-05-02 09:21:45.429200
470,1,18,1,449.0,0.05,DB,2024-05-02 09:21:45.429200
470,2,13,1,269.99,0.05,DB,2024-05-02 09:21:45.429200
470,3,8,2,1799.99,0.2,DB,2024-05-02 09:21:45.429200
471,1,14,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
471,2,13,2,269.99,0.05,DB,2024-05-02 09:21:45.429200
472,1,15,1,529.99,0.1,DB,2024-05-02 09:21:45.429200
472,2,21,2,269.99,0.1,DB,2024-05-02 09:21:45.429200
473,1,26,1,599.99,0.07,DB,2024-05-02 09:21:45.429200
474,1,19,2,449.0,0.05,DB,2024-05-02 09:21:45.429200
474,2,11,1,1680.99,0.2,DB,2024-05-02 09:21:45.429200
475,1,17,2,429.0,0.07,DB,2024-05-02 09:21:45.429200
475,2,26,2,599.99,0.2,DB,2024-05-02 09:21:45.429200
475,3,25,1,499.99,0.2,DB,2024-05-02 09:21:45.429200
476,1,22,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
476,2,4,2,2899.99,0.2,DB,2024-05-02 09:21:45.429200
476,3,11,2,1680.99,0.07,DB,2024-05-02 09:21:45.429200
476,4,20,2,599.99,0.05,DB,2024-05-02 09:21:45.429200
477,1,6,1,469.99,0.1,DB,2024-05-02 09:21:45.429200
477,2,10,1,1549.0,0.05,DB,2024-05-02 09:21:45.429200
478,1,21,2,269.99,0.07,DB,2024-05-02 09:21:45.429200
479,1,26,1,599.99,0.07,DB,2024-05-02 09:21:45.429200
479,2,12,1,549.99,0.05,DB,2024-05-02 09:21:45.429200
479,3,21,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
479,4,7,1,3999.99,0.05,DB,2024-05-02 09:21:45.429200
479,5,10,1,1549.0,0.2,DB,2024-05-02 09:21:45.429200
480,1,4,1,2899.99,0.05,DB,2024-05-02 09:21:45.429200
480,2,15,1,529.99,0.05,DB,2024-05-02 09:21:45.429200
480,3,23,2,299.99,0.07,DB,2024-05-02 09:21:45.429200
481,1,13,2,269.99,0.2,DB,2024-05-02 09:21:45.429200
481,2,16,2,599.99,0.07,DB,2024-05-02 09:21:45.429200
481,3,9,2,2999.99,0.1,DB,2024-05-02 09:21:45.429200
482,1,13,1,269.99,0.2,DB,2024-05-02 09:21:45.429200
