order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,source,timestamp_saved
291,158,4,2016-06-29,2016-06-30,2016-07-01,2,6,DB,2024-05-02 09:21:33.704821
292,360,4,2016-06-29,2016-06-30,2016-07-02,3,9,DB,2024-05-02 09:21:33.704821
293,573,4,2016-06-30,2016-07-03,2016-07-02,2,7,DB,2024-05-02 09:21:33.704821
294,732,4,2016-07-01,2016-07-02,2016-07-02,2,7,DB,2024-05-02 09:21:33.704821
295,1130,4,2016-07-01,2016-07-04,2016-07-04,2,7,DB,2024-05-02 09:21:33.704821
296,1245,4,2016-07-04,2016-07-07,2016-07-06,2,6,DB,2024-05-02 09:21:33.704821
297,1425,4,2016-07-04,2016-07-05,2016-07-06,2,7,DB,2024-05-02 09:21:33.704821
298,885,4,2016-07-04,2016-07-07,2016-07-07,3,9,DB,2024-05-02 09:21:33.704821
299,281,4,2016-07-05,2016-07-06,2016-07-07,2,6,DB,2024-05-02 09:21:33.704821
300,1205,4,2016-07-05,2016-07-08,2016-07-08,2,6,DB,2024-05-02 09:21:33.704821
301,17,4,2016-07-06,2016-07-09,2016-07-08,2,6,DB,2024-05-02 09:21:33.704821
302,1375,4,2016-07-06,2016-07-07,2016-07-09,2,6,DB,2024-05-02 09:21:33.704821
303,36,4,2016-07-07,2016-07-08,2016-07-09,2,7,DB,2024-05-02 09:21:33.704821
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,DB,2024-05-02 09:21:33.704821
305,705,4,2016-07-07,2016-07-08,2016-07-08,2,7,DB,2024-05-02 09:21:33.704821
306,424,4,2016-07-09,2016-07-10,2016-07-12,2,7,DB,2024-05-02 09:21:33.704821
307,695,4,2016-07-09,2016-07-11,2016-07-11,2,6,DB,2024-05-02 09:21:33.704821
308,156,4,2016-07-11,2016-07-12,2016-07-14,2,6,DB,2024-05-02 09:21:33.704821
309,211,4,2016-07-11,2016-07-13,2016-07-13,2,6,DB,2024-05-02 09:21:33.704821
310,627,4,2016-07-12,2016-07-13,2016-07-13,1,2,DB,2024-05-02 09:21:33.704821
311,1400,4,2016-07-12,2016-07-14,2016-07-13,2,6,DB,2024-05-02 09:21:33.704821
312,299,4,2016-07-13,2016-07-15,2016-07-16,2,6,DB,2024-05-02 09:21:33.704821
313,565,4,2016-07-14,2016-07-15,2016-07-15,3,9,DB,2024-05-02 09:21:33.704821
314,1019,4,2016-07-15,2016-07-17,2016-07-17,2,7,DB,2024-05-02 09:21:33.704821
315,1263,4,2016-07-16,2016-07-19,2016-07-17,2,6,DB,2024-05-02 09:21:33.704821
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,DB,2024-05-02 09:21:33.704821
317,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,DB,2024-05-02 09:21:33.704821
318,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7,DB,2024-05-02 09:21:33.704821
319,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,DB,2024-05-02 09:21:33.704821
320,1428,4,2016-07-19,2016-07-20,2016-07-21,1,2,DB,2024-05-02 09:21:33.704821
321,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,DB,2024-05-02 09:21:33.704821
322,924,4,2016-07-19,2016-07-22,2016-07-20,2,6,DB,2024-05-02 09:21:33.704821
323,1243,4,2016-07-19,2016-07-22,2016-07-21,2,6,DB,2024-05-02 09:21:33.704821
324,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,DB,2024-05-02 09:21:33.704821
325,848,4,2016-07-20,2016-07-21,2016-07-21,2,6,DB,2024-05-02 09:21:33.704821
326,1337,4,2016-07-20,2016-07-21,2016-07-22,3,9,DB,2024-05-02 09:21:33.704821
327,83,4,2016-07-21,2016-07-24,2016-07-22,2,6,DB,2024-05-02 09:21:33.704821
328,528,4,2016-07-23,2016-07-26,2016-07-25,2,6,DB,2024-05-02 09:21:33.704821
329,274,4,2016-07-24,2016-07-27,2016-07-26,2,6,DB,2024-05-02 09:21:33.704821
330,622,4,2016-07-24,2016-07-27,2016-07-27,2,6,DB,2024-05-02 09:21:33.704821
331,642,4,2016-07-24,2016-07-26,2016-07-25,2,6,DB,2024-05-02 09:21:33.704821
332,659,4,2016-07-24,2016-07-26,2016-07-26,2,7,DB,2024-05-02 09:21:33.704821
333,779,4,2016-07-25,2016-07-27,2016-07-26,2,6,DB,2024-05-02 09:21:33.704821
334,1112,4,2016-07-25,2016-07-28,2016-07-27,2,7,DB,2024-05-02 09:21:33.704821
335,1193,4,2016-07-25,2016-07-27,2016-07-26,2,6,DB,2024-05-02 09:21:33.704821
336,1030,4,2016-07-26,2016-07-29,2016-07-27,2,7,DB,2024-05-02 09:21:33.704821
337,1252,4,2016-07-26,2016-07-27,2016-07-28,2,7,DB,2024-05-02 09:21:33.704821
338,1333,4,2016-07-28,2016-07-29,2016-07-30,1,3,DB,2024-05-02 09:21:33.704821
339,1110,4,2016-07-28,2016-07-31,2016-07-29,2,7,DB,2024-05-02 09:21:33.704821
340,963,4,2016-07-29,2016-07-30,2016-07-31,2,7,DB,2024-05-02 09:21:33.704821
341,1357,4,2016-07-31,2016-08-03,2016-08-01,1,3,DB,2024-05-02 09:21:33.704821
342,806,4,2016-07-31,2016-08-01,2016-08-03,2,7,DB,2024-05-02 09:21:33.704821
343,961,4,2016-07-31,2016-08-02,2016-08-01,2,7,DB,2024-05-02 09:21:33.704821
344,750,4,2016-08-01,2016-08-03,2016-08-02,2,6,DB,2024-05-02 09:21:33.704821
345,1299,4,2016-08-01,2016-08-04,2016-08-03,2,6,DB,2024-05-02 09:21:33.704821
346,584,4,2016-08-01,2016-08-03,2016-08-02,3,9,DB,2024-05-02 09:21:33.704821
347,1004,4,2016-08-02,2016-08-03,2016-08-05,2,6,DB,2024-05-02 09:21:33.704821
348,907,4,2016-08-02,2016-08-05,2016-08-04,3,9,DB,2024-05-02 09:21:33.704821
351,1307,4,2016-08-03,2016-08-06,2016-08-04,1,2,DB,2024-05-02 09:21:33.704821
352,16,4,2016-08-03,2016-08-04,2016-08-06,2,7,DB,2024-05-02 09:21:33.704821
353,1387,4,2016-08-03,2016-08-06,2016-08-06,2,7,DB,2024-05-02 09:21:33.704821
354,551,4,2016-08-03,2016-08-05,2016-08-06,3,8,DB,2024-05-02 09:21:33.704821
355,1011,4,2016-08-03,2016-08-05,2016-08-05,3,8,DB,2024-05-02 09:21:33.704821
356,1189,4,2016-08-04,2016-08-07,2016-08-06,2,6,DB,2024-05-02 09:21:33.704821
358,1042,4,2016-08-05,2016-08-07,2016-08-07,2,7,DB,2024-05-02 09:21:33.704821
359,441,4,2016-08-07,2016-08-10,2016-08-10,2,7,DB,2024-05-02 09:21:33.704821
360,1300,4,2016-08-07,2016-08-09,2016-08-10,2,6,DB,2024-05-02 09:21:33.704821
361,994,4,2016-08-08,2016-08-09,2016-08-11,2,6,DB,2024-05-02 09:21:33.704821
362,187,4,2016-08-09,2016-08-11,2016-08-11,1,2,DB,2024-05-02 09:21:33.704821
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,DB,2024-05-02 09:21:33.704821
364,373,4,2016-08-12,2016-08-14,2016-08-13,2,6,DB,2024-05-02 09:21:33.704821
365,981,4,2016-08-13,2016-08-14,2016-08-15,2,6,DB,2024-05-02 09:21:33.704821
366,1054,4,2016-08-13,2016-08-14,2016-08-14,3,9,DB,2024-05-02 09:21:33.704821
367,527,4,2016-08-14,2016-08-15,2016-08-15,2,7,DB,2024-05-02 09:21:33.704821
368,995,4,2016-08-14,2016-08-15,2016-08-17,2,7,DB,2024-05-02 09:21:33.704821
369,1285,4,2016-08-15,2016-08-18,2016-08-18,1,3,DB,2024-05-02 09:21:33.704821
370,758,4,2016-08-15,2016-08-18,2016-08-18,2,7,DB,2024-05-02 09:21:33.704821
371,891,4,2016-08-15,2016-08-16,2016-08-18,2,7,DB,2024-05-02 09:21:33.704821
372,132,4,2016-08-16,2016-08-18,2016-08-18,2,6,DB,2024-05-02 09:21:33.704821
373,337,4,2016-08-16,2016-08-19,2016-08-17,2,7,DB,2024-05-02 09:21:33.704821
374,1313,4,2016-08-17,2016-08-19,2016-08-18,1,2,DB,2024-05-02 09:21:33.704821
375,536,4,2016-08-17,2016-08-20,2016-08-20,2,7,DB,2024-05-02 09:21:33.704821
376,825,4,2016-08-17,2016-08-19,2016-08-18,2,6,DB,2024-05-02 09:21:33.704821
377,1355,4,2016-08-17,2016-08-19,2016-08-20,2,6,DB,2024-05-02 09:21:33.704821
378,475,4,2016-08-17,2016-08-20,2016-08-20,3,9,DB,2024-05-02 09:21:33.704821
379,954,4,2016-08-18,2016-08-21,2016-08-21,2,7,DB,2024-05-02 09:21:33.704821
380,1156,4,2016-08-19,2016-08-20,2016-08-21,2,7,DB,2024-05-02 09:21:33.704821
381,1297,4,2016-08-19,2016-08-21,2016-08-21,2,7,DB,2024-05-02 09:21:33.704821
382,199,4,2016-08-20,2016-08-23,2016-08-23,2,6,DB,2024-05-02 09:21:33.704821
383,331,4,2016-08-20,2016-08-23,2016-08-22,2,7,DB,2024-05-02 09:21:33.704821
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,DB,2024-05-02 09:21:33.704821
385,1274,4,2016-08-20,2016-08-23,2016-08-22,2,7,DB,2024-05-02 09:21:33.704821
386,1362,4,2016-08-20,2016-08-23,2016-08-23,2,6,DB,2024-05-02 09:21:33.704821
387,451,4,2016-08-20,2016-08-21,2016-08-21,3,8,DB,2024-05-02 09:21:33.704821
388,1080,4,2016-08-21,2016-08-24,2016-08-23,3,8,DB,2024-05-02 09:21:33.704821
389,53,4,2016-08-22,2016-08-24,2016-08-25,1,3,DB,2024-05-02 09:21:33.704821
390,576,4,2016-08-22,2016-08-24,2016-08-25,3,9,DB,2024-05-02 09:21:33.704821
392,176,4,2016-08-23,2016-08-26,2016-08-24,1,3,DB,2024-05-02 09:21:33.704821
393,368,4,2016-08-25,2016-08-26,2016-08-27,2,6,DB,2024-05-02 09:21:33.704821
394,522,4,2016-08-26,2016-08-28,2016-08-29,1,3,DB,2024-05-02 09:21:33.704821
395,144,4,2016-08-26,2016-08-27,2016-08-29,2,6,DB,2024-05-02 09:21:33.704821
396,542,4,2016-08-27,2016-08-30,2016-08-29,2,6,DB,2024-05-02 09:21:33.704821
397,1437,4,2016-08-28,2016-08-31,2016-08-29,2,7,DB,2024-05-02 09:21:33.704821
398,447,4,2016-08-29,2016-08-30,2016-09-01,1,2,DB,2024-05-02 09:21:33.704821
399,1001,4,2016-08-29,2016-09-01,2016-09-01,2,7,DB,2024-05-02 09:21:33.704821
400,1295,4,2016-08-29,2016-08-30,2016-08-31,2,6,DB,2024-05-02 09:21:33.704821
401,103,4,2016-08-30,2016-09-02,2016-09-01,2,6,DB,2024-05-02 09:21:33.704821
402,1335,4,2016-08-30,2016-09-01,2016-08-31,2,6,DB,2024-05-02 09:21:33.704821
403,578,4,2016-08-31,2016-09-01,2016-09-02,1,3,DB,2024-05-02 09:21:33.704821
404,396,4,2016-08-31,2016-09-03,2016-09-01,2,7,DB,2024-05-02 09:21:33.704821
405,603,4,2016-08-31,2016-09-01,2016-09-01,2,6,DB,2024-05-02 09:21:33.704821
406,1380,4,2016-08-31,2016-09-02,2016-09-01,2,7,DB,2024-05-02 09:21:33.704821
408,1071,4,2016-09-01,2016-09-02,2016-09-02,1,2,DB,2024-05-02 09:21:33.704821
409,416,4,2016-09-01,2016-09-04,2016-09-04,2,7,DB,2024-05-02 09:21:33.704821
410,1151,4,2016-09-01,2016-09-03,2016-09-02,2,6,DB,2024-05-02 09:21:33.704821
411,261,4,2016-09-02,2016-09-04,2016-09-04,1,3,DB,2024-05-02 09:21:33.704821
412,1202,4,2016-09-02,2016-09-04,2016-09-04,1,3,DB,2024-05-02 09:21:33.704821
413,717,4,2016-09-02,2016-09-05,2016-09-03,2,6,DB,2024-05-02 09:21:33.704821
414,917,4,2016-09-03,2016-09-06,2016-09-06,2,7,DB,2024-05-02 09:21:33.704821
415,1265,4,2016-09-03,2016-09-06,2016-09-06,2,7,DB,2024-05-02 09:21:33.704821
416,1377,4,2016-09-03,2016-09-04,2016-09-06,2,7,DB,2024-05-02 09:21:33.704821
417,359,4,2016-09-04,2016-09-05,2016-09-06,1,3,DB,2024-05-02 09:21:33.704821
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,DB,2024-05-02 09:21:33.704821
419,14,4,2016-09-04,2016-09-07,2016-09-06,3,8,DB,2024-05-02 09:21:33.704821
420,72,4,2016-09-05,2016-09-06,2016-09-07,1,3,DB,2024-05-02 09:21:33.704821
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,DB,2024-05-02 09:21:33.704821
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,DB,2024-05-02 09:21:33.704821
423,1397,4,2016-09-06,2016-09-09,2016-09-09,2,7,DB,2024-05-02 09:21:33.704821
424,67,4,2016-09-08,2016-09-11,2016-09-11,1,3,DB,2024-05-02 09:21:33.704821
425,843,4,2016-09-08,2016-09-11,2016-09-11,2,6,DB,2024-05-02 09:21:33.704821
426,944,4,2016-09-08,2016-09-10,2016-09-10,2,6,DB,2024-05-02 09:21:33.704821
427,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,DB,2024-05-02 09:21:33.704821
428,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6,DB,2024-05-02 09:21:33.704821
429,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,DB,2024-05-02 09:21:33.704821
430,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,DB,2024-05-02 09:21:33.704821
431,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,DB,2024-05-02 09:21:33.704821
432,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,DB,2024-05-02 09:21:33.704821
433,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,DB,2024-05-02 09:21:33.704821
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,DB,2024-05-02 09:21:33.704821
435,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,DB,2024-05-02 09:21:33.704821
436,791,4,2016-09-16,2016-09-19,2016-09-19,2,7,DB,2024-05-02 09:21:33.704821
437,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,DB,2024-05-02 09:21:33.704821
438,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,DB,2024-05-02 09:21:33.704821
439,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,DB,2024-05-02 09:21:33.704821
440,882,4,2016-09-17,2016-09-18,2016-09-19,2,7,DB,2024-05-02 09:21:33.704821
441,704,4,2016-09-18,2016-09-19,2016-09-19,1,2,DB,2024-05-02 09:21:33.704821
442,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,DB,2024-05-02 09:21:33.704821
443,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6,DB,2024-05-02 09:21:33.704821
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,DB,2024-05-02 09:21:33.704821
445,362,4,2016-09-19,2016-09-22,2016-09-22,2,6,DB,2024-05-02 09:21:33.704821
446,399,4,2016-09-19,2016-09-21,2016-09-20,2,7,DB,2024-05-02 09:21:33.704821
447,808,4,2016-09-20,2016-09-23,2016-09-22,3,8,DB,2024-05-02 09:21:33.704821
448,101,4,2016-09-21,2016-09-22,2016-09-24,2,6,DB,2024-05-02 09:21:33.704821
449,492,4,2016-09-21,2016-09-24,2016-09-22,2,7,DB,2024-05-02 09:21:33.704821
450,575,4,2016-09-21,2016-09-24,2016-09-23,2,7,DB,2024-05-02 09:21:33.704821
451,1146,4,2016-09-21,2016-09-23,2016-09-22,2,7,DB,2024-05-02 09:21:33.704821
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7,DB,2024-05-02 09:21:33.704821
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,DB,2024-05-02 09:21:33.704821
454,988,4,2016-09-23,2016-09-25,2016-09-26,2,6,DB,2024-05-02 09:21:33.704821
455,1055,4,2016-09-23,2016-09-24,2016-09-24,2,7,DB,2024-05-02 09:21:33.704821
456,1061,4,2016-09-23,2016-09-26,2016-09-25,3,9,DB,2024-05-02 09:21:33.704821
457,1349,4,2016-09-24,2016-09-27,2016-09-27,1,3,DB,2024-05-02 09:21:33.704821
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,DB,2024-05-02 09:21:33.704821
459,874,4,2016-09-25,2016-09-28,2016-09-26,2,6,DB,2024-05-02 09:21:33.704821
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,DB,2024-05-02 09:21:33.704821
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,DB,2024-05-02 09:21:33.704821
462,852,4,2016-09-27,2016-09-28,2016-09-29,2,6,DB,2024-05-02 09:21:33.704821
463,964,4,2016-09-27,2016-09-28,2016-09-28,3,8,DB,2024-05-02 09:21:33.704821
464,74,4,2016-09-28,2016-09-30,2016-09-29,2,7,DB,2024-05-02 09:21:33.704821
465,1198,4,2016-09-28,2016-10-01,2016-10-01,2,6,DB,2024-05-02 09:21:33.704821
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,DB,2024-05-02 09:21:33.704821
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,DB,2024-05-02 09:21:33.704821
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,DB,2024-05-02 09:21:33.704821
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,DB,2024-05-02 09:21:33.704821
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,DB,2024-05-02 09:21:33.704821
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3,DB,2024-05-02 09:21:33.704821
472,468,4,2016-09-30,2016-10-01,2016-10-01,2,7,DB,2024-05-02 09:21:33.704821
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7,DB,2024-05-02 09:21:33.704821
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3,DB,2024-05-02 09:21:33.704821
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,DB,2024-05-02 09:21:33.704821
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,DB,2024-05-02 09:21:33.704821
477,449,4,2016-10-02,2016-10-05,2016-10-04,1,2,DB,2024-05-02 09:21:33.704821
478,304,4,2016-10-02,2016-10-05,2016-10-03,2,7,DB,2024-05-02 09:21:33.704821
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,DB,2024-05-02 09:21:33.704821
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,DB,2024-05-02 09:21:33.704821
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,DB,2024-05-02 09:21:33.704821
482,513,4,2016-10-05,2016-10-06,2016-10-06,2,6,DB,2024-05-02 09:21:33.704821
483,703,4,2016-10-06,2016-10-07,2016-10-09,1,2,DB,2024-05-02 09:21:33.704821
484,421,4,2016-10-06,2016-10-09,2016-10-07,2,7,DB,2024-05-02 09:21:33.704821
485,465,4,2016-10-06,2016-10-08,2016-10-07,2,7,DB,2024-05-02 09:21:33.704821
486,709,4,2016-10-06,2016-10-08,2016-10-09,2,7,DB,2024-05-02 09:21:33.704821
487,827,4,2016-10-06,2016-10-09,2016-10-09,2,6,DB,2024-05-02 09:21:33.704821
488,921,4,2016-10-06,2016-10-09,2016-10-08,2,6,DB,2024-05-02 09:21:33.704821
489,899,4,2016-10-06,2016-10-08,2016-10-08,3,8,DB,2024-05-02 09:21:33.704821
490,876,4,2016-10-07,2016-10-10,2016-10-09,2,6,DB,2024-05-02 09:21:33.704821
491,1048,4,2016-10-08,2016-10-10,2016-10-11,1,2,DB,2024-05-02 09:21:33.704821
492,191,4,2016-10-09,2016-10-10,2016-10-12,1,2,DB,2024-05-02 09:21:33.704821
493,796,4,2016-10-09,2016-10-12,2016-10-11,1,3,DB,2024-05-02 09:21:33.704821
494,875,4,2016-10-09,2016-10-10,2016-10-11,2,6,DB,2024-05-02 09:21:33.704821
495,712,4,2016-10-10,2016-10-12,2016-10-13,1,3,DB,2024-05-02 09:21:33.704821
496,193,4,2016-10-10,2016-10-12,2016-10-11,2,6,DB,2024-05-02 09:21:33.704821
497,785,4,2016-10-10,2016-10-11,2016-10-11,2,6,DB,2024-05-02 09:21:33.704821
498,1331,4,2016-10-10,2016-10-12,2016-10-11,2,6,DB,2024-05-02 09:21:33.704821
499,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,DB,2024-05-02 09:21:33.704821
500,148,4,2016-10-11,2016-10-12,2016-10-13,2,6,DB,2024-05-02 09:21:33.704821
501,977,4,2016-10-11,2016-10-12,2016-10-13,2,7,DB,2024-05-02 09:21:33.704821
502,401,4,2016-10-12,2016-10-13,2016-10-13,3,9,DB,2024-05-02 09:21:33.704821
503,932,4,2016-10-13,2016-10-16,2016-10-14,2,6,DB,2024-05-02 09:21:33.704821
504,1381,4,2016-10-14,2016-10-15,2016-10-15,1,2,DB,2024-05-02 09:21:33.704821
505,721,4,2016-10-14,2016-10-16,2016-10-17,2,6,DB,2024-05-02 09:21:33.704821
506,831,4,2016-10-14,2016-10-16,2016-10-16,2,6,DB,2024-05-02 09:21:33.704821
507,1378,4,2016-10-15,2016-10-17,2016-10-17,1,3,DB,2024-05-02 09:21:33.704821
508,1359,4,2016-10-15,2016-10-18,2016-10-18,2,6,DB,2024-05-02 09:21:33.704821
509,235,4,2016-10-16,2016-10-17,2016-10-17,2,7,DB,2024-05-02 09:21:33.704821
510,586,4,2016-10-17,2016-10-18,2016-10-18,2,7,DB,2024-05-02 09:21:33.704821
511,377,4,2016-10-18,2016-10-20,2016-10-19,2,7,DB,2024-05-02 09:21:33.704821
512,8,4,2016-10-19,2016-10-22,2016-10-20,2,7,DB,2024-05-02 09:21:33.704821
513,155,4,2016-10-19,2016-10-21,2016-10-21,2,6,DB,2024-05-02 09:21:33.704821
514,927,4,2016-10-19,2016-10-21,2016-10-20,2,7,DB,2024-05-02 09:21:33.704821
515,986,4,2016-10-19,2016-10-20,2016-10-22,2,6,DB,2024-05-02 09:21:33.704821
516,111,4,2016-10-21,2016-10-23,2016-10-24,2,6,DB,2024-05-02 09:21:33.704821
517,613,4,2016-10-21,2016-10-22,2016-10-24,2,6,DB,2024-05-02 09:21:33.704821
518,1374,4,2016-10-22,2016-10-24,2016-10-25,1,2,DB,2024-05-02 09:21:33.704821
519,54,4,2016-10-22,2016-10-23,2016-10-24,2,7,DB,2024-05-02 09:21:33.704821
520,639,4,2016-10-23,2016-10-26,2016-10-24,2,7,DB,2024-05-02 09:21:33.704821
521,664,4,2016-10-23,2016-10-25,2016-10-25,2,6,DB,2024-05-02 09:21:33.704821
522,724,4,2016-10-23,2016-10-24,2016-10-24,2,7,DB,2024-05-02 09:21:33.704821
523,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6,DB,2024-05-02 09:21:33.704821
524,569,4,2016-10-25,2016-10-26,2016-10-27,1,2,DB,2024-05-02 09:21:33.704821
525,1315,4,2016-10-26,2016-10-28,2016-10-29,1,3,DB,2024-05-02 09:21:33.704821
526,1096,4,2016-10-26,2016-10-28,2016-10-28,2,6,DB,2024-05-02 09:21:33.704821
527,506,4,2016-10-27,2016-10-29,2016-10-28,1,2,DB,2024-05-02 09:21:33.704821
528,676,4,2016-10-28,2016-10-31,2016-10-31,2,7,DB,2024-05-02 09:21:33.704821
529,753,4,2016-10-28,2016-10-30,2016-10-31,2,7,DB,2024-05-02 09:21:33.704821
530,773,4,2016-10-28,2016-10-31,2016-10-31,2,6,DB,2024-05-02 09:21:33.704821
531,116,4,2016-10-28,2016-10-29,2016-10-30,3,8,DB,2024-05-02 09:21:33.704821
532,817,4,2016-10-29,2016-10-31,2016-10-30,2,7,DB,2024-05-02 09:21:33.704821
533,1334,4,2016-10-29,2016-11-01,2016-11-01,2,6,DB,2024-05-02 09:21:33.704821
534,1406,4,2016-10-29,2016-10-30,2016-10-31,2,7,DB,2024-05-02 09:21:33.704821
535,835,4,2016-10-29,2016-10-31,2016-11-01,3,9,DB,2024-05-02 09:21:33.704821
536,759,4,2016-10-31,2016-11-02,2016-11-01,1,3,DB,2024-05-02 09:21:33.704821
537,1353,4,2016-10-31,2016-11-01,2016-11-03,1,2,DB,2024-05-02 09:21:33.704821
538,341,4,2016-11-02,2016-11-05,2016-11-05,2,6,DB,2024-05-02 09:21:33.704821
539,1144,4,2016-11-02,2016-11-04,2016-11-03,2,7,DB,2024-05-02 09:21:33.704821
540,1429,4,2016-11-03,2016-11-05,2016-11-06,1,3,DB,2024-05-02 09:21:33.704821
541,1228,4,2016-11-04,2016-11-07,2016-11-07,1,3,DB,2024-05-02 09:21:33.704821
542,313,4,2016-11-04,2016-11-06,2016-11-05,2,7,DB,2024-05-02 09:21:33.704821
543,62,4,2016-11-06,2016-11-09,2016-11-08,2,6,DB,2024-05-02 09:21:33.704821
544,321,4,2016-11-06,2016-11-07,2016-11-08,2,7,DB,2024-05-02 09:21:33.704821
545,1108,4,2016-11-08,2016-11-10,2016-11-09,3,9,DB,2024-05-02 09:21:33.704821
546,470,4,2016-11-09,2016-11-12,2016-11-10,2,7,DB,2024-05-02 09:21:33.704821
547,20,4,2016-11-09,2016-11-11,2016-11-10,3,8,DB,2024-05-02 09:21:33.704821
548,739,4,2016-11-11,2016-11-13,2016-11-13,2,7,DB,2024-05-02 09:21:33.704821
550,892,4,2016-11-12,2016-11-14,2016-11-15,2,7,DB,2024-05-02 09:21:33.704821
551,1169,4,2016-11-12,2016-11-13,2016-11-13,2,6,DB,2024-05-02 09:21:33.704821
552,1282,4,2016-11-12,2016-11-15,2016-11-13,2,7,DB,2024-05-02 09:21:33.704821
553,913,4,2016-11-12,2016-11-13,2016-11-15,3,9,DB,2024-05-02 09:21:33.704821
554,104,4,2016-11-13,2016-11-14,2016-11-16,1,3,DB,2024-05-02 09:21:33.704821
555,212,4,2016-11-13,2016-11-14,2016-11-16,2,7,DB,2024-05-02 09:21:33.704821
556,61,4,2016-11-13,2016-11-14,2016-11-15,3,9,DB,2024-05-02 09:21:33.704821
557,1248,4,2016-11-14,2016-11-17,2016-11-15,2,6,DB,2024-05-02 09:21:33.704821
558,1443,4,2016-11-15,2016-11-16,2016-11-17,2,7,DB,2024-05-02 09:21:33.704821
559,959,4,2016-11-16,2016-11-17,2016-11-17,1,2,DB,2024-05-02 09:21:33.704821
560,1405,4,2016-11-18,2016-11-19,2016-11-21,2,6,DB,2024-05-02 09:21:33.704821
561,90,4,2016-11-19,2016-11-22,2016-11-22,2,6,DB,2024-05-02 09:21:33.704821
562,942,4,2016-11-19,2016-11-20,2016-11-22,2,7,DB,2024-05-02 09:21:33.704821
563,365,4,2016-11-20,2016-11-22,2016-11-21,2,6,DB,2024-05-02 09:21:33.704821
564,1058,4,2016-11-20,2016-11-23,2016-11-22,2,7,DB,2024-05-02 09:21:33.704821
565,894,4,2016-11-21,2016-11-22,2016-11-22,2,7,DB,2024-05-02 09:21:33.704821
566,298,4,2016-11-22,2016-11-25,2016-11-23,1,3,DB,2024-05-02 09:21:33.704821
567,1430,4,2016-11-22,2016-11-23,2016-11-23,1,2,DB,2024-05-02 09:21:33.704821
568,1275,4,2016-11-23,2016-11-25,2016-11-24,1,3,DB,2024-05-02 09:21:33.704821
569,707,4,2016-11-23,2016-11-24,2016-11-25,2,6,DB,2024-05-02 09:21:33.704821
570,989,4,2016-11-23,2016-11-24,2016-11-25,2,6,DB,2024-05-02 09:21:33.704821
571,5,4,2016-11-24,2016-11-25,2016-11-27,1,2,DB,2024-05-02 09:21:33.704821
572,178,4,2016-11-24,2016-11-26,2016-11-26,2,6,DB,2024-05-02 09:21:33.704821
573,423,4,2016-11-24,2016-11-26,2016-11-27,2,6,DB,2024-05-02 09:21:33.704821
